RIS Field	EndNote Field	EndNote Ref. Type	In RIS spec?	Raw Data
DO	DOI	Grant	N	DO    DOI
DO	DOI	Aggregated Database	N	DO    DOI
DO	DOI	Blog	N	DO    DOI
DO	DOI	Catalog	N	DO    DOI
DO	DOI	Pamphlet	N	DO    DOI
DO	DOI	Serial	N	DO    DOI
DO	DOI	Standard	N	DO    DOI
DO	DOI	Dataset	N	DO    DOI
DO	DOI	Electronic Book Section	N	DO    DOI
DP	Database Provider	Journal Article	N	DP    Database Provider
DP	Database Provider	Book	N	DP    Database Provider
DP	Database Provider	Thesis	N	DP    Database Provider
DP	Database Provider	Conference Proceedings	N	DP    Database Provider
DP	Database Provider	Personal Communication	N	DP    Database Provider
DP	Database Provider	Newspaper Article	N	DP    Database Provider
DP	Database Provider	Computer Program	N	DP    Database Provider
DP	Database Provider	Book Section	N	DP    Database Provider
DP	Database Provider	Magazine Article	N	DP    Database Provider
DP	Database Provider	Edited Book	N	DP    Database Provider
DP	Database Provider	Report	N	DP    Database Provider
DP	Database Provider	Map	N	DP    Database Provider
DP	Database Provider	Audiovisual Material	N	DP    Database Provider
DP	Database Provider	Artwork	N	DP    Database Provider
DP	Database Provider	Patent	N	DP    Database Provider
DP	Database Provider	Web Page	N	DP    Database Provider
DP	Database Provider	Bill	N	DP    Database Provider
DP	Database Provider	Case	N	DP    Database Provider
DP	Database Provider	Hearing	N	DP    Database Provider
DP	Database Provider	Manuscript	N	DP    Database Provider
DP	Database Provider	Manuscript-2	N	DP    Database Provider
DP	Database Provider	Statute	N	DP    Database Provider
DP	Database Provider	Figure	N	DP    Database Provider
DP	Database Provider	Chart or Table	N	DP    Database Provider
DP	Database Provider	Equation	N	DP    Database Provider
DP	Database Provider	Electronic Article	N	DP    Database Provider
DP	Database Provider	Electronic Book	N	DP    Database Provider
DP	Database Provider	Online Database	N	DP    Database Provider
DP	Database Provider	Generic	N	DP    Database Provider
DP	Database Provider	Government Document	N	DP    Database Provider
DP	Database Provider	Conference Paper	N	DP    Database Provider
DP	Database Provider	Online Multimedia	N	DP    Database Provider
DP	Database Provider	Classical Work	N	DP    Database Provider
DP	Database Provider	Legal Rule or Regulation	N	DP    Database Provider
DP	Database Provider	Unpublished Work	N	DP    Database Provider
DP	Database Provider	Ancient Text	N	DP    Database Provider
DP	Database Provider	Dictionary	N	DP    Database Provider
DP	Database Provider	Encyclopedia	N	DP    Database Provider
DP	Database Provider	Grant	N	DP    Database Provider
DP	Database Provider	Aggregated Database	N	DP    Database Provider
DP	Database Provider	Blog	N	DP    Database Provider
DP	Database Provider	Catalog	N	DP    Database Provider
DP	Database Provider	Pamphlet	N	DP    Database Provider
DP	Database Provider	Serial	N	DP    Database Provider
DP	Database Provider	Standard	N	DP    Database Provider
DP	Database Provider	Dataset	N	DP    Database Provider
DP	Database Provider	Electronic Book Section	N	DP    Database Provider
ET	- Edition	Newspaper Article	N	ET  -  Edition
ET	Action of Higher Court	Case	N	ET    Action of Higher Court
ET	Date Published	Online Database	N	ET    Date Published
ET	Date Published	Aggregated Database	N	ET    Date Published
ET	Description	Personal Communication	N	ET    Description
ET	Description of Material	Manuscript	N	ET    Description of Material
ET	Edition	Book	N	ET    Edition
ET	Edition	Conference Proceedings	N	ET    Edition
ET	Edition	Book Section	N	ET    Edition
ET	Edition	Magazine Article	N	ET    Edition
ET	Edition	Edited Book	N	ET    Edition
ET	Edition	Report	N	ET    Edition
ET	Edition	Map	N	ET    Edition
ET	Edition	Audiovisual Material	N	ET    Edition
ET	Edition	Web Page	N	ET    Edition
ET	Edition	Manuscript-2	N	ET    Edition
ET	Edition	Electronic Article	N	ET    Edition
ET	Edition	Electronic Book	N	ET    Edition
ET	Edition	Generic	N	ET    Edition
ET	Edition	Government Document	N	ET    Edition
ET	Edition	Classical Work	N	ET    Edition
ET	Edition	Legal Rule or Regulation	N	ET    Edition
ET	Edition	Ancient Text	N	ET    Edition
ET	Edition	Dictionary	N	ET    Edition
ET	Edition	Encyclopedia	N	ET    Edition
ET	Edition	Blog	N	ET    Edition
ET	Edition	Catalog	N	ET    Edition
ET	Edition	Pamphlet	N	ET    Edition
ET	Edition	Serial	N	ET    Edition
ET	Edition	Electronic Book Section	N	ET    Edition
ET	Epub Date	Journal Article	N	ET    Epub Date
ET	International Patent Classification	Patent	N	ET    International Patent Classification
ET	Requirements	Grant	N	ET    Requirements
ET	Session	Bill	N	ET    Session
ET	Session	Hearing	N	ET    Session
ET	Session	Statute	N	ET    Session
ET	Version	Computer Program	N	ET    Version
ET	Version	Figure	N	ET    Version
ET	Version	Chart or Table	N	ET    Version
ET	Version	Equation	N	ET    Version
ET	Version	Dataset	N	ET    Version
IS	Issue	Journal Article	Y	IS    Issue
IS	Issue	Electronic Article	Y	IS    Issue
J2	Abbreviated Publication	Ancient Text	Y	J2    Abbreviated Publication
J2	Abbreviation	Book	Y	J2    Abbreviation
J2	Abbreviation	Personal Communication	Y	J2    Abbreviation
J2	Abbreviation	Book Section	Y	J2    Abbreviation
J2	Abbreviation	Manuscript	Y	J2    Abbreviation
J2	Abbreviation	Statute	Y	J2    Abbreviation
J2	Abbreviation	Legal Rule or Regulation	Y	J2    Abbreviation
J2	Abbreviation	Unpublished Work	Y	J2    Abbreviation
J2	Abbreviation	Dictionary	Y	J2    Abbreviation
J2	Abbreviation	Encyclopedia	Y	J2    Abbreviation
J2	Abbreviation	Grant	Y	J2    Abbreviation
J2	Abbreviation	Catalog	Y	J2    Abbreviation
J2	Abbreviation	Pamphlet	Y	J2    Abbreviation
J2	Abbreviation	Serial	Y	J2    Abbreviation
J2	Abbreviation	Standard	Y	J2    Abbreviation
J2	Abbreviation	Dataset	Y	J2    Abbreviation
J2	Alternate Journal	Journal Article	Y	J2    Alternate Journal
J2	Alternate Magazine	Magazine Article	Y	J2    Alternate Magazine
J2	Alternate Title	Computer Program	Y	J2    Alternate Title
J2	Alternate Title	Edited Book	Y	J2    Alternate Title
J2	Alternate Title	Report	Y	J2    Alternate Title
J2	Alternate Title	Map	Y	J2    Alternate Title
J2	Alternate Title	Audiovisual Material	Y	J2    Alternate Title
J2	Alternate Title	Artwork	Y	J2    Alternate Title
J2	Alternate Title	Web Page	Y	J2    Alternate Title
J2	Alternate Title	Manuscript-2	Y	J2    Alternate Title
J2	Alternate Title	Electronic Article	Y	J2    Alternate Title
J2	Alternate Title	Generic	Y	J2    Alternate Title
J2	Alternate Title	Classical Work	Y	J2    Alternate Title
J2	Alternate Title	Aggregated Database	Y	J2    Alternate Title
J2	Alternate Title	Blog	Y	J2    Alternate Title
J2	Parallel Citation	Case	Y	J2    Parallel Citation
KW	Keywords	Journal Article	Y	KW    Keywords
KW	Keywords	Book	Y	KW    Keywords
KW	Keywords	Thesis	Y	KW    Keywords
KW	Keywords	Conference Proceedings	Y	KW    Keywords
KW	Keywords	Personal Communication	Y	KW    Keywords
KW	Keywords	Newspaper Article	Y	KW    Keywords
KW	Keywords	Computer Program	Y	KW    Keywords
KW	Keywords	Book Section	Y	KW    Keywords
KW	Keywords	Magazine Article	Y	KW    Keywords
KW	Keywords	Edited Book	Y	KW    Keywords
KW	Keywords	Report	Y	KW    Keywords
KW	Keywords	Map	Y	KW    Keywords
KW	Keywords	Audiovisual Material	Y	KW    Keywords
KW	Keywords	Artwork	Y	KW    Keywords
KW	Keywords	Patent	Y	KW    Keywords
KW	Keywords	Web Page	Y	KW    Keywords
KW	Keywords	Bill	Y	KW    Keywords
KW	Keywords	Case	Y	KW    Keywords
KW	Keywords	Hearing	Y	KW    Keywords
KW	Keywords	Manuscript	Y	KW    Keywords
KW	Keywords	Manuscript-2	Y	KW    Keywords
KW	Keywords	Statute	Y	KW    Keywords
KW	Keywords	Figure	Y	KW    Keywords
KW	Keywords	Chart or Table	Y	KW    Keywords
KW	Keywords	Equation	Y	KW    Keywords
KW	Keywords	Electronic Article	Y	KW    Keywords
KW	Keywords	Electronic Book	Y	KW    Keywords
KW	Keywords	Online Database	Y	KW    Keywords
KW	Keywords	Generic	Y	KW    Keywords
KW	Keywords	Government Document	Y	KW    Keywords
KW	Keywords	Conference Paper	Y	KW    Keywords
KW	Keywords	Online Multimedia	Y	KW    Keywords
KW	Keywords	Classical Work	Y	KW    Keywords
KW	Keywords	Legal Rule or Regulation	Y	KW    Keywords
KW	Keywords	Unpublished Work	Y	KW    Keywords
KW	Keywords	Ancient Text	Y	KW    Keywords
KW	Keywords	Dictionary	Y	KW    Keywords
KW	Keywords	Encyclopedia	Y	KW    Keywords
KW	Keywords	Grant	Y	KW    Keywords
KW	Keywords	Aggregated Database	Y	KW    Keywords
KW	Keywords	Blog	Y	KW    Keywords
KW	Keywords	Catalog	Y	KW    Keywords
KW	Keywords	Pamphlet	Y	KW    Keywords
KW	Keywords	Serial	Y	KW    Keywords
KW	Keywords	Standard	Y	KW    Keywords
KW	Keywords	Dataset	Y	KW    Keywords
KW	Keywords	Electronic Book Section	Y	KW    Keywords
L1	File Attachments	Journal Article	Y	L1    File Attachments
L1	File Attachments	Book	Y	L1    File Attachments
L1	File Attachments	Thesis	Y	L1    File Attachments
L1	File Attachments	Conference Proceedings	Y	L1    File Attachments
L1	File Attachments	Personal Communication	Y	L1    File Attachments
L1	File Attachments	Newspaper Article	Y	L1    File Attachments
L1	File Attachments	Computer Program	Y	L1    File Attachments
L1	File Attachments	Book Section	Y	L1    File Attachments
L1	File Attachments	Magazine Article	Y	L1    File Attachments
L1	File Attachments	Edited Book	Y	L1    File Attachments
L1	File Attachments	Report	Y	L1    File Attachments
L1	File Attachments	Map	Y	L1    File Attachments
L1	File Attachments	Audiovisual Material	Y	L1    File Attachments
L1	File Attachments	Artwork	Y	L1    File Attachments
L1	File Attachments	Patent	Y	L1    File Attachments
L1	File Attachments	Web Page	Y	L1    File Attachments
L1	File Attachments	Bill	Y	L1    File Attachments
L1	File Attachments	Case	Y	L1    File Attachments
L1	File Attachments	Hearing	Y	L1    File Attachments
L1	File Attachments	Manuscript	Y	L1    File Attachments
L1	File Attachments	Manuscript-2	Y	L1    File Attachments
L1	File Attachments	Statute	Y	L1    File Attachments
L1	File Attachments	Figure	Y	L1    File Attachments
L1	File Attachments	Chart or Table	Y	L1    File Attachments
L1	File Attachments	Equation	Y	L1    File Attachments
L1	File Attachments	Electronic Article	Y	L1    File Attachments
L1	File Attachments	Electronic Book	Y	L1    File Attachments
L1	File Attachments	Online Database	Y	L1    File Attachments
L1	File Attachments	Generic	Y	L1    File Attachments
L1	File Attachments	Government Document	Y	L1    File Attachments
L1	File Attachments	Conference Paper	Y	L1    File Attachments
L1	File Attachments	Online Multimedia	Y	L1    File Attachments
L1	File Attachments	Classical Work	Y	L1    File Attachments
L1	File Attachments	Legal Rule or Regulation	Y	L1    File Attachments
L1	File Attachments	Unpublished Work	Y	L1    File Attachments
L1	File Attachments	Ancient Text	Y	L1    File Attachments
L1	File Attachments	Dictionary	Y	L1    File Attachments
L1	File Attachments	Encyclopedia	Y	L1    File Attachments
L1	File Attachments	Grant	Y	L1    File Attachments
L1	File Attachments	Aggregated Database	Y	L1    File Attachments
L1	File Attachments	Blog	Y	L1    File Attachments
L1	File Attachments	Catalog	Y	L1    File Attachments
L1	File Attachments	Pamphlet	Y	L1    File Attachments
L1	File Attachments	Serial	Y	L1    File Attachments
L1	File Attachments	Standard	Y	L1    File Attachments
L1	File Attachments	Dataset	Y	L1    File Attachments
L1	File Attachments	Electronic Book Section	Y	L1    File Attachments
L4	Figure	Journal Article	Y	L4    Figure
L4	Figure	Book	Y	L4    Figure
L4	Figure	Thesis	Y	L4    Figure
L4	Figure	Conference Proceedings	Y	L4    Figure
L4	Figure	Personal Communication	Y	L4    Figure
L4	Figure	Newspaper Article	Y	L4    Figure
L4	Figure	Computer Program	Y	L4    Figure
L4	Figure	Book Section	Y	L4    Figure
L4	Figure	Magazine Article	Y	L4    Figure
L4	Figure	Edited Book	Y	L4    Figure
L4	Figure	Report	Y	L4    Figure
L4	Figure	Map	Y	L4    Figure
L4	Figure	Audiovisual Material	Y	L4    Figure
L4	Figure	Artwork	Y	L4    Figure
L4	Figure	Patent	Y	L4    Figure
L4	Figure	Web Page	Y	L4    Figure
L4	Figure	Bill	Y	L4    Figure
L4	Figure	Case	Y	L4    Figure
L4	Figure	Hearing	Y	L4    Figure
L4	Figure	Manuscript	Y	L4    Figure
L4	Figure	Manuscript-2	Y	L4    Figure
L4	Figure	Statute	Y	L4    Figure
L4	Figure	Figure	Y	L4    Figure
L4	Figure	Chart or Table	Y	L4    Figure
L4	Figure	Equation	Y	L4    Figure
L4	Figure	Electronic Article	Y	L4    Figure
L4	Figure	Electronic Book	Y	L4    Figure
L4	Figure	Online Database	Y	L4    Figure
L4	Figure	Generic	Y	L4    Figure
L4	Figure	Government Document	Y	L4    Figure
L4	Figure	Conference Paper	Y	L4    Figure
L4	Figure	Online Multimedia	Y	L4    Figure
L4	Figure	Classical Work	Y	L4    Figure
L4	Figure	Legal Rule or Regulation	Y	L4    Figure
L4	Figure	Unpublished Work	Y	L4    Figure
L4	Figure	Ancient Text	Y	L4    Figure
L4	Figure	Dictionary	Y	L4    Figure
L4	Figure	Encyclopedia	Y	L4    Figure
L4	Figure	Grant	Y	L4    Figure
L4	Figure	Aggregated Database	Y	L4    Figure
L4	Figure	Blog	Y	L4    Figure
L4	Figure	Catalog	Y	L4    Figure
L4	Figure	Pamphlet	Y	L4    Figure
L4	Figure	Serial	Y	L4    Figure
L4	Figure	Standard	Y	L4    Figure
L4	Figure	Dataset	Y	L4    Figure
L4	Figure	Electronic Book Section	Y	L4    Figure
LA	Language	Journal Article	N	LA    Language
LA	Language	Book	N	LA    Language
LA	Language	Thesis	N	LA    Language
LA	Language	Conference Proceedings	N	LA    Language
LA	Language	Personal Communication	N	LA    Language
LA	Language	Newspaper Article	N	LA    Language
LA	Language	Computer Program	N	LA    Language
LA	Language	Book Section	N	LA    Language
LA	Language	Magazine Article	N	LA    Language
LA	Language	Edited Book	N	LA    Language
LA	Language	Report	N	LA    Language
LA	Language	Map	N	LA    Language
LA	Language	Audiovisual Material	N	LA    Language
LA	Language	Artwork	N	LA    Language
LA	Language	Patent	N	LA    Language
LA	Language	Web Page	N	LA    Language
LA	Language	Bill	N	LA    Language
LA	Language	Case	N	LA    Language
LA	Language	Hearing	N	LA    Language
LA	Language	Manuscript	N	LA    Language
LA	Language	Manuscript-2	N	LA    Language
LA	Language	Statute	N	LA    Language
LA	Language	Figure	N	LA    Language
LA	Language	Chart or Table	N	LA    Language
LA	Language	Equation	N	LA    Language
LA	Language	Electronic Article	N	LA    Language
LA	Language	Electronic Book	N	LA    Language
LA	Language	Online Database	N	LA    Language
LA	Language	Generic	N	LA    Language
LA	Language	Government Document	N	LA    Language
LA	Language	Conference Paper	N	LA    Language
LA	Language	Online Multimedia	N	LA    Language
LA	Language	Classical Work	N	LA    Language
LA	Language	Legal Rule or Regulation	N	LA    Language
LA	Language	Unpublished Work	N	LA    Language
LA	Language	Ancient Text	N	LA    Language
LA	Language	Dictionary	N	LA    Language
LA	Language	Encyclopedia	N	LA    Language
LA	Language	Grant	N	LA    Language
LA	Language	Aggregated Database	N	LA    Language
LA	Language	Blog	N	LA    Language
LA	Language	Catalog	N	LA    Language
LA	Language	Pamphlet	N	LA    Language
LA	Language	Serial	N	LA    Language
LA	Language	Standard	N	LA    Language
LA	Language	Dataset	N	LA    Language
LA	Language	Electronic Book Section	N	LA    Language
LB	Label	Journal Article	N	LB    Label
LB	Label	Book	N	LB    Label
LB	Label	Thesis	N	LB    Label
LB	Label	Conference Proceedings	N	LB    Label
LB	Label	Personal Communication	N	LB    Label
LB	Label	Newspaper Article	N	LB    Label
LB	Label	Computer Program	N	LB    Label
LB	Label	Book Section	N	LB    Label
LB	Label	Magazine Article	N	LB    Label
LB	Label	Edited Book	N	LB    Label
LB	Label	Report	N	LB    Label
LB	Label	Map	N	LB    Label
LB	Label	Audiovisual Material	N	LB    Label
LB	Label	Artwork	N	LB    Label
LB	Label	Patent	N	LB    Label
LB	Label	Web Page	N	LB    Label
LB	Label	Bill	N	LB    Label
LB	Label	Case	N	LB    Label
LB	Label	Hearing	N	LB    Label
LB	Label	Manuscript	N	LB    Label
LB	Label	Manuscript-2	N	LB    Label
LB	Label	Statute	N	LB    Label
LB	Label	Figure	N	LB    Label
LB	Label	Chart or Table	N	LB    Label
LB	Label	Equation	N	LB    Label
LB	Label	Electronic Article	N	LB    Label
LB	Label	Electronic Book	N	LB    Label
LB	Label	Online Database	N	LB    Label
LB	Label	Generic	N	LB    Label
LB	Label	Government Document	N	LB    Label
LB	Label	Conference Paper	N	LB    Label
LB	Label	Online Multimedia	N	LB    Label
LB	Label	Classical Work	N	LB    Label
LB	Label	Legal Rule or Regulation	N	LB    Label
LB	Label	Unpublished Work	N	LB    Label
LB	Label	Ancient Text	N	LB    Label
LB	Label	Dictionary	N	LB    Label
LB	Label	Encyclopedia	N	LB    Label
LB	Label	Grant	N	LB    Label
LB	Label	Aggregated Database	N	LB    Label
LB	Label	Blog	N	LB    Label
LB	Label	Catalog	N	LB    Label
LB	Label	Pamphlet	N	LB    Label
LB	Label	Serial	N	LB    Label
LB	Label	Standard	N	LB    Label
LB	Label	Dataset	N	LB    Label
LB	Label	Electronic Book Section	N	LB    Label
M1	Access Date	Web Page	Y	M1    Access Date
M1	Application Number	Patent	Y	M1    Application Number
M1	Bill Number	Bill	Y	M1    Bill Number
M1	Chapter	Electronic Book Section	Y	M1    Chapter
M1	Computer	Computer Program	Y	M1    Computer
M1	Document Number	Thesis	Y	M1    Document Number
M1	Document Number	Report	Y	M1    Document Number
M1	Document Number	Hearing	Y	M1    Document Number
M1	Folio Number	Personal Communication	Y	M1    Folio Number
M1	Folio Number	Manuscript	Y	M1    Folio Number
M1	Issue	Government Document	Y	M1    Issue
M1	Issue	Conference Paper	Y	M1    Issue
M1	Issue Number	Magazine Article	Y	M1    Issue Number
M1	Number	Audiovisual Material	Y	M1    Number
M1	Number	Figure	Y	M1    Number
M1	Number	Chart or Table	Y	M1    Number
M1	Number	Equation	Y	M1    Number
M1	Number	Generic	Y	M1    Number
M1	Number	Unpublished Work	Y	M1    Number
M1	Number	Dictionary	Y	M1    Number
M1	Number of Screens	Online Multimedia	Y	M1    Number of Screens
M1	Number of Volumes	Book Section	Y	M1    Number of Volumes
M1	Public Law Number	Statute	Y	M1    Public Law Number
M1	Publication Number	Aggregated Database	Y	M1    Publication Number
M1	Series Volume	Book	Y	M1    Series Volume
M1	Series Volume	Edited Book	Y	M1    Series Volume
M1	Series Volume	Classical Work	Y	M1    Series Volume
M1	Series Volume	Catalog	Y	M1    Series Volume
M1	Series Volume	Pamphlet	Y	M1    Series Volume
M1	Series Volume	Serial	Y	M1    Series Volume
M1	Size	Artwork	Y	M1    Size
M1	Start Page	Newspaper Article	Y	M1    Start Page
M1	Start Page	Legal Rule or Regulation	Y	M1    Start Page
M1	Start Page	Standard	Y	M1    Start Page
M1	Status	Grant	Y	M1    Status
M1	Text Number	Ancient Text	Y	M1    Text Number
M2	Number of Pages	Pamphlet	Y	M2    Number of Pages
M2	Start Page	Journal Article	Y	M2    Start Page
M3	Citation of Reversal	Case	Y	M3    Citation of Reversal
M3	Funding Type	Grant	Y	M3    Funding Type
M3	Medium	Manuscript-2	Y	M3    Medium
M3	Patent Type	Patent	Y	M3    Patent Type
M3	Thesis Type	Thesis	Y	M3    Thesis Type
M3	Type	Personal Communication	Y	M3    Type
M3	Type	Computer Program	Y	M3    Type
M3	Type	Report	Y	M3    Type
M3	Type	Map	Y	M3    Type
M3	Type	Audiovisual Material	Y	M3    Type
M3	Type	Conference Paper	Y	M3    Type
M3	Type	Classical Work	Y	M3    Type
M3	Type of Article	Journal Article	Y	M3    Type of Article
M3	Type of Article	Newspaper Article	Y	M3    Type of Article
M3	Type of Article	Magazine Article	Y	M3    Type of Article
M3	Type of Image	Figure	Y	M3    Type of Image
M3	Type of Image	Chart or Table	Y	M3    Type of Image
M3	Type of Image	Equation	Y	M3    Type of Image
M3	Type of Medium	Web Page	Y	M3    Type of Medium
M3	Type of Medium	Electronic Book	Y	M3    Type of Medium
M3	Type of Medium	Blog	Y	M3    Type of Medium
M3	Type of Work	Book	Y	M3    Type of Work
M3	Type of Work	Edited Book	Y	M3    Type of Work
M3	Type of Work	Artwork	Y	M3    Type of Work
M3	Type of Work	Manuscript	Y	M3    Type of Work
M3	Type of Work	Electronic Article	Y	M3    Type of Work
M3	Type of Work	Online Database	Y	M3    Type of Work
M3	Type of Work	Generic	Y	M3    Type of Work
M3	Type of Work	Online Multimedia	Y	M3    Type of Work
M3	Type of Work	Legal Rule or Regulation	Y	M3    Type of Work
M3	Type of Work	Unpublished Work	Y	M3    Type of Work
M3	Type of Work	Ancient Text	Y	M3    Type of Work
M3	Type of Work	Aggregated Database	Y	M3    Type of Work
M3	Type of Work	Catalog	Y	M3    Type of Work
M3	Type of Work	Pamphlet	Y	M3    Type of Work
M3	Type of Work	Serial	Y	M3    Type of Work
M3	Type of Work	Standard	Y	M3    Type of Work
M3	Type of Work	Electronic Book Section	Y	M3    Type of Work
N1	Notes	Journal Article	Y	N1    Notes
N1	Notes	Book	Y	N1    Notes
N1	Notes	Thesis	Y	N1    Notes
N1	Notes	Conference Proceedings	Y	N1    Notes
N1	Notes	Personal Communication	Y	N1    Notes
N1	Notes	Newspaper Article	Y	N1    Notes
N1	Notes	Computer Program	Y	N1    Notes
N1	Notes	Book Section	Y	N1    Notes
N1	Notes	Magazine Article	Y	N1    Notes
N1	Notes	Edited Book	Y	N1    Notes
N1	Notes	Report	Y	N1    Notes
N1	Notes	Map	Y	N1    Notes
N1	Notes	Audiovisual Material	Y	N1    Notes
N1	Notes	Artwork	Y	N1    Notes
N1	Notes	Patent	Y	N1    Notes
N1	Notes	Web Page	Y	N1    Notes
N1	Notes	Bill	Y	N1    Notes
N1	Notes	Case	Y	N1    Notes
N1	Notes	Hearing	Y	N1    Notes
N1	Notes	Manuscript	Y	N1    Notes
N1	Notes	Manuscript-2	Y	N1    Notes
N1	Notes	Statute	Y	N1    Notes
N1	Notes	Figure	Y	N1    Notes
N1	Notes	Chart or Table	Y	N1    Notes
N1	Notes	Equation	Y	N1    Notes
N1	Notes	Electronic Article	Y	N1    Notes
N1	Notes	Electronic Book	Y	N1    Notes
N1	Notes	Online Database	Y	N1    Notes
N1	Notes	Generic	Y	N1    Notes
N1	Notes	Government Document	Y	N1    Notes
N1	Notes	Conference Paper	Y	N1    Notes
N1	Notes	Online Multimedia	Y	N1    Notes
N1	Notes	Classical Work	Y	N1    Notes
N1	Notes	Legal Rule or Regulation	Y	N1    Notes
N1	Notes	Unpublished Work	Y	N1    Notes
N1	Notes	Ancient Text	Y	N1    Notes
N1	Notes	Dictionary	Y	N1    Notes
N1	Notes	Encyclopedia	Y	N1    Notes
N1	Notes	Grant	Y	N1    Notes
N1	Notes	Aggregated Database	Y	N1    Notes
N1	Notes	Blog	Y	N1    Notes
N1	Notes	Catalog	Y	N1    Notes
N1	Notes	Pamphlet	Y	N1    Notes
N1	Notes	Serial	Y	N1    Notes
N1	Notes	Standard	Y	N1    Notes
N1	Notes	Dataset	Y	N1    Notes
N1	Notes	Electronic Book Section	Y	N1    Notes
NV	Amount Received	Grant	N	NV    Amount Received
NV	Catalog Number	Catalog	N	NV    Catalog Number
NV	Communication Number	Personal Communication	N	NV    Communication Number
NV	Document Number	Electronic Article	N	NV    Document Number
NV	Extent of Work	Audiovisual Material	N	NV    Extent of Work
NV	Frequency	Newspaper Article	N	NV    Frequency
NV	Frequency	Magazine Article	N	NV    Frequency
NV	Manuscript Number	Manuscript	N	NV    Manuscript Number
NV	Number of Volumes	Book	N	NV    Number of Volumes
NV	Number of Volumes	Conference Proceedings	N	NV    Number of Volumes
NV	Number of Volumes	Edited Book	N	NV    Number of Volumes
NV	Number of Volumes	Hearing	N	NV    Number of Volumes
NV	Number of Volumes	Generic	N	NV    Number of Volumes
NV	Number of Volumes	Classical Work	N	NV    Number of Volumes
NV	Number of Volumes	Ancient Text	N	NV    Number of Volumes
NV	Number of Volumes	Dictionary	N	NV    Number of Volumes
NV	Number of Volumes	Encyclopedia	N	NV    Number of Volumes
NV	Number of Volumes	Serial	N	NV    Number of Volumes
NV	Number of Volumes	Electronic Book Section	N	NV    Number of Volumes
NV	Reporter Abbreviation	Case	N	NV    Reporter Abbreviation
NV	Series Volume	Report	N	NV    Series Volume
NV	Session Number	Legal Rule or Regulation	N	NV    Session Number
NV	Session Number	Standard	N	NV    Session Number
NV	Statute Number	Statute	N	NV    Statute Number
NV	Study Number	Dataset	N	NV    Study Number
NV	Version	Electronic Book	N	NV    Version
OP	Contents	Computer Program	N	OP    Contents
OP	Contents	Report	N	OP    Contents
OP	Contents	Audiovisual Material	N	OP    Contents
OP	Contents	Web Page	N	OP    Contents
OP	Contents	Blog	N	OP    Contents
OP	History	Bill	N	OP    History
OP	History	Case	N	OP    History
OP	History	Hearing	N	OP    History
OP	History	Statute	N	OP    History
OP	History	Legal Rule or Regulation	N	OP    History
OP	Original Grant Number	Grant	N	OP    Original Grant Number
OP	Original Publication	Journal Article	N	OP    Original Publication
OP	Original Publication	Book	N	OP    Original Publication
OP	Original Publication	Newspaper Article	N	OP    Original Publication
OP	Original Publication	Book Section	N	OP    Original Publication
OP	Original Publication	Magazine Article	N	OP    Original Publication
OP	Original Publication	Edited Book	N	OP    Original Publication
OP	Original Publication	Generic	N	OP    Original Publication
OP	Original Publication	Classical Work	N	OP    Original Publication
OP	Original Publication	Ancient Text	N	OP    Original Publication
OP	Original Publication	Dictionary	N	OP    Original Publication
OP	Original Publication	Encyclopedia	N	OP    Original Publication
OP	Original Publication	Aggregated Database	N	OP    Original Publication
OP	Original Publication	Catalog	N	OP    Original Publication
OP	Original Publication	Pamphlet	N	OP    Original Publication
OP	Original Publication	Serial	N	OP    Original Publication
OP	Original Publication	Electronic Book Section	N	OP    Original Publication
OP	Priority Numbers	Patent	N	OP    Priority Numbers
OP	Source	Conference Proceedings	N	OP    Source
OP	Version History	Dataset	N	OP    Version History
PB	Assignee	Patent	Y	PB    Assignee
PB	Court	Case	Y	PB    Court
PB	Distributor	Manuscript-2	Y	PB    Distributor
PB	Distributor	Online Multimedia	Y	PB    Distributor
PB	Distributor	Dataset	Y	PB    Distributor
PB	Institution	Report	Y	PB    Institution
PB	Institution	Unpublished Work	Y	PB    Institution
PB	Library/Archive	Manuscript	Y	PB    Library/Archive
PB	Publisher	Book	Y	PB    Publisher
PB	Publisher	Conference Proceedings	Y	PB    Publisher
PB	Publisher	Personal Communication	Y	PB    Publisher
PB	Publisher	Newspaper Article	Y	PB    Publisher
PB	Publisher	Computer Program	Y	PB    Publisher
PB	Publisher	Book Section	Y	PB    Publisher
PB	Publisher	Magazine Article	Y	PB    Publisher
PB	Publisher	Edited Book	Y	PB    Publisher
PB	Publisher	Map	Y	PB    Publisher
PB	Publisher	Audiovisual Material	Y	PB    Publisher
PB	Publisher	Artwork	Y	PB    Publisher
PB	Publisher	Web Page	Y	PB    Publisher
PB	Publisher	Hearing	Y	PB    Publisher
PB	Publisher	Figure	Y	PB    Publisher
PB	Publisher	Chart or Table	Y	PB    Publisher
PB	Publisher	Equation	Y	PB    Publisher
PB	Publisher	Electronic Article	Y	PB    Publisher
PB	Publisher	Electronic Book	Y	PB    Publisher
PB	Publisher	Online Database	Y	PB    Publisher
PB	Publisher	Generic	Y	PB    Publisher
PB	Publisher	Government Document	Y	PB    Publisher
PB	Publisher	Conference Paper	Y	PB    Publisher
PB	Publisher	Classical Work	Y	PB    Publisher
PB	Publisher	Legal Rule or Regulation	Y	PB    Publisher
PB	Publisher	Ancient Text	Y	PB    Publisher
